,idandtype,productname,company,grade,interest,period,default_rate,target_rate,target,review_counts,average_rate
682,870P2PINVEST,서울 서초 반포동 신반포아파트,together,해당없음,11.0,12개월,0.0,100.0,30000000,1,5.0
683,871P2PINVEST,경기 평택 안중 현화리 성원아파트,together,해당없음,12.0,12개월,0.0,100.0,85000000,1,5.0
684,872P2PINVEST,인천 계양 작전동 작전2-2차현대,together,해당없음,12.0,12개월,0.0,100.0,260000000,1,5.0
685,873P2PINVEST,경기수원권선세류 LH수원센트럴1단지,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
686,874P2PINVEST,인천 남구 용현동 다세대주택,together,해당없음,10.0,12개월,0.0,100.0,33000000,1,5.0
687,875P2PINVEST,서울 마포 상암동 월드컵파크3단지,together,해당없음,12.0,12개월,0.0,100.0,200000000,1,5.0
688,876P2PINVEST,경기 안산 단원 고잔동 주공9단지,together,해당없음,11.0,12개월,0.0,100.0,20000000,1,5.0
689,877P2PINVEST,경기 양주장현리 진접하우스토리,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
690,878P2PINVEST,서울 마포 신공덕동 펜트라우스,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
691,879P2PINVEST,경기용인처인양지평창리 단독주택,together,해당없음,10.0,12개월,0.0,100.0,130000000,1,5.0
692,880P2PINVEST,강원횡성둔내자포곡리 동산아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
693,881P2PINVEST,경기 화성 봉담 상리 동문굿모닝힐,together,해당없음,12.0,12개월,0.0,100.0,14000000,1,5.0
694,882P2PINVEST,대구 달서 상인동 산호보성주택,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
695,883P2PINVEST,서울 도봉구 창동 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,300000000,1,5.0
696,884P2PINVEST,경기성남분당이매동 이매촌동부아파트,together,해당없음,11.0,12개월,0.0,100.0,100000000,1,5.0
697,885P2PINVEST,인천 남동 간석동 빌라,together,해당없음,11.0,12개월,0.0,100.0,60000000,1,5.0
698,886P2PINVEST,경기 의정부 민락동 한라비발디,together,해당없음,12.0,12개월,0.0,100.0,27000000,1,5.0
699,887P2PINVEST,서울 강남 세곡동 세곡푸르지오,together,해당없음,12.0,12개월,0.0,100.0,33000000,1,5.0
700,888P2PINVEST,강원 태백 화전동 태백팔마아파트,together,해당없음,11.0,12개월,0.0,100.0,10000000,1,5.0
701,889P2PINVEST,대구 동구 각산동 문화하이츠빌라,together,해당없음,10.0,12개월,0.0,100.0,55000000,1,5.0
702,890P2PINVEST,경기 하남 덕풍동 벽산블루밍,together,해당없음,12.0,12개월,0.0,100.0,35000000,1,5.0
703,891P2PINVEST,제주 구좌읍 송당리 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,500000000,1,5.0
704,892P2PINVEST,서울 송파 가락동 가락쌍용아파트,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
705,893P2PINVEST,경기 안양 안양동 뉴골든아파트,together,해당없음,11.0,12개월,0.0,100.0,12000000,1,5.0
706,894P2PINVEST,서울 강남 역삼동 근린생활시설,together,해당없음,14.0,12개월,0.0,100.0,600000000,1,5.0
707,895P2PINVEST,경기 의왕 왕곡동 충무아파트,together,해당없음,12.0,12개월,0.0,100.0,35000000,1,5.0
708,896P2PINVEST,서울 강남 도곡동 타워팰리스,together,해당없음,12.0,12개월,0.0,100.0,50000000,1,5.0
709,897P2PINVEST,서울 도봉 도봉동 예경파크빌,together,해당없음,11.0,12개월,0.0,100.0,110000000,1,5.0
710,898P2PINVEST,경기 용인 죽전동 성현마을반도유보라,together,해당없음,12.0,12개월,0.0,100.0,11000000,1,5.0
711,899P2PINVEST,경기 안성 용두리 주은풍림아파트,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
712,900P2PINVEST,경기 고양 장항동 호수마을아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
713,901P2PINVEST,충남 천안 신계리 목천신도브래뉴2차,together,해당없음,11.0,12개월,0.0,100.0,20000000,1,5.0
714,902P2PINVEST,경기 남양주 금곡리 해밀마을5단지,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
715,903P2PINVEST,경기 안산 초지동 호수마을,together,해당없음,13.0,12개월,0.0,100.0,80000000,1,5.0
716,904P2PINVEST,경기 부천 오정동 세종아파트,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
717,905P2PINVEST,경기 수원 구운동 성원아파트,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
718,906P2PINVEST,경기 의정부 민락동 민락15단지,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
719,907P2PINVEST,서울 서초 방배동 덕산빌라,together,해당없음,12.0,12개월,0.0,100.0,35000000,1,5.0
720,908P2PINVEST,충북 청주 금천동 장자마을부영,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
721,909P2PINVEST,경기 고양 식사동 일산자이4단지,together,해당없음,13.0,12개월,0.0,100.0,53000000,1,5.0
722,910P2PINVEST,경기 평택 서정동 토지,together,해당없음,13.0,12개월,0.0,100.0,14000000,1,5.0
723,911P2PINVEST,서울 용산 문배동 이안용산1차,together,해당없음,12.0,12개월,0.0,100.0,45000000,1,5.0
724,912P2PINVEST,경기 안산 고잔동 주공9단지,together,해당없음,12.0,12개월,0.0,100.0,22000000,1,5.0
725,913P2PINVEST,경기 성남 이매동 이매포스파크,together,해당없음,12.0,12개월,0.0,100.0,75000000,1,5.0
726,914P2PINVEST,경기 용인 양지리 근린생활시설,together,해당없음,14.0,12개월,0.0,100.0,500000000,1,5.0
727,915P2PINVEST,서울 성동 마장동 마장동현대,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
728,916P2PINVEST,경기 수원 호매실동 호매실스위첸,together,해당없음,12.0,12개월,0.0,100.0,55000000,1,5.0
729,917P2PINVEST,경기 부천 송내동 삼우아파트,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
730,918P2PINVEST,서울 서초 잠원동 유로미아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
731,919P2PINVEST,경기 용인 죽전동 한양수자인,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
732,920P2PINVEST,경기 용인 성복동 성복자이2차,together,해당없음,13.0,12개월,0.0,100.0,48000000,1,5.0
733,921P2PINVEST,경기 용인 중동 동백아이파크,together,해당없음,13.0,12개월,0.0,100.0,32000000,1,5.0
734,922P2PINVEST,경기 성남 정자동 한솔마을,together,해당없음,13.0,12개월,0.0,100.0,300000000,1,5.0
735,923P2PINVEST,경기 수원 조원동 수원한일타운,together,해당없음,13.0,12개월,0.0,100.0,28000000,1,5.0
736,924P2PINVEST,강원 속초 조양동 양우내안애,together,해당없음,12.0,12개월,0.0,100.0,12000000,1,5.0
737,925P2PINVEST,충남 서산 동문동 현대아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
738,926P2PINVEST,서울 영등포 대림동 리치빌,together,해당없음,13.0,12개월,0.0,100.0,100000000,1,5.0
739,927P2PINVEST,서울 강남 자곡동 한양수자인,together,해당없음,12.0,12개월,0.0,100.0,90000000,1,5.0
740,928P2PINVEST,서울 용산 후암동 용산더힐,together,해당없음,12.0,12개월,0.0,100.0,35000000,1,5.0
741,929P2PINVEST,경기 용인 보정동 샬레파인비스타,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
742,930P2PINVEST,경기 양주 고읍동 한양수자인,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
743,931P2PINVEST,경기 군포 당동 주공아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
744,932P2PINVEST,대전 서구 만년동 골드벤처타운,together,해당없음,13.0,12개월,0.0,100.0,420000000,1,5.0
745,933P2PINVEST,서울 구로 구로동 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,400000000,1,5.0
746,934P2PINVEST,경북 구미 옥계동 동화타운,together,해당없음,13.0,12개월,0.0,100.0,30000000,1,5.0
747,935P2PINVEST,부산 해운대 좌동 건영아파트,together,해당없음,12.0,12개월,0.0,100.0,200000000,1,5.0
748,936P2PINVEST,경기 용인 보정동 우영프라자,together,해당없음,13.0,12개월,0.0,100.0,24000000,1,5.0
749,937P2PINVEST,경기 안성 남풍리 단독주택,together,해당없음,13.0,12개월,0.0,100.0,16000000,1,5.0
750,938P2PINVEST,서울 동작 동작동 이수힐스테이트,together,해당없음,13.0,12개월,0.0,100.0,70000000,1,5.0
751,939P2PINVEST,경남 창원 무동리 창원무동STX칸1차,together,해당없음,12.0,12개월,0.0,100.0,27000000,1,5.0
752,940P2PINVEST,부산 수영 남천동 남천엑슬루타워,together,해당없음,13.0,12개월,0.0,100.0,100000000,1,5.0
753,941P2PINVEST,서울 금천 시흥동 탑스빌아파트,together,해당없음,12.0,12개월,0.0,100.0,60000000,1,5.0
754,942P2PINVEST,서울 중랑 면목동 형진아파트,together,해당없음,12.0,12개월,0.0,100.0,65000000,1,5.0
755,943P2PINVEST,서울 구로 오류동 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,100000000,1,5.0
756,944P2PINVEST,경기 부천 상동 행복한마을,together,해당없음,13.0,12개월,0.0,100.0,40000000,1,5.0
757,945P2PINVEST,경기 의정부 호원동 신도아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
758,946P2PINVEST,서울 마포 아현동 래미안푸르지오,together,해당없음,12.0,12개월,0.0,100.0,50000000,1,5.0
759,947P2PINVEST,경기 수원 조원동 벽산아파트,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
760,948P2PINVEST,서울 동대문구 장안동 현대홈타운,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
761,949P2PINVEST,서울 송파 문정동 건영아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
762,950P2PINVEST,서울 강북 미아동 북한산그랑빌,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
763,951P2PINVEST,대전 서구 복수동 초록마을2단지,together,해당없음,12.0,12개월,0.0,100.0,180000000,1,5.0
764,952P2PINVEST,서울 관악 신림동 관악산휴먼시아,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
765,953P2PINVEST,서울 성동 행당동 신동아아파트,together,해당없음,13.0,12개월,0.0,100.0,45000000,1,5.0
766,954P2PINVEST,경기 일산동구 중산동 중산마을,together,해당없음,13.0,12개월,0.0,100.0,19000000,1,5.0
767,955P2PINVEST,경기 화성시 반송동 우남퍼스트빌,together,해당없음,13.0,12개월,0.0,100.0,30000000,1,5.0
768,956P2PINVEST,경기 남양주 오남리 대한아파트,together,해당없음,13.0,12개월,0.0,100.0,95000000,1,5.0
769,957P2PINVEST,서울 광진구 중곡동 예다움,together,해당없음,13.0,12개월,0.0,100.0,60000000,1,5.0
770,958P2PINVEST,서울 영등포구 여의도동 대교아파트,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
771,959P2PINVEST,경기 시흥 거모동 동하시티,together,해당없음,13.0,12개월,0.0,100.0,19000000,1,5.0
772,960P2PINVEST,서울 은평 신사동 찬솔팰리스,together,해당없음,13.0,12개월,0.0,100.0,14000000,1,5.0
773,961P2PINVEST,경기 용인 기흥 동백동 휴먼시아,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
774,962P2PINVEST,서울 성동 하왕십리동 금호베스트빌,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
775,963P2PINVEST,인천 서구 마전동 다가구주택,together,해당없음,13.0,12개월,0.0,100.0,140000000,1,5.0
776,964P2PINVEST,서울 광진 중곡동 건양쉐르빌,together,해당없음,11.0,12개월,0.0,100.0,35000000,1,5.0
777,965P2PINVEST,서울 서대문 남가좌동 삼성아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
778,966P2PINVEST,서울 강남 신사동 근린생활시설,together,해당없음,14.0,12개월,0.0,100.0,1200000000,1,5.0
779,967P2PINVEST,경기 고양 화정동 에덴다모은정,together,해당없음,10.0,12개월,0.0,100.0,230000000,1,5.0
780,968P2PINVEST,경기 의왕 학의동 주택 및 토지,together,해당없음,14.0,12개월,0.0,100.0,1000000000,1,5.0
781,969P2PINVEST,경기 부천 범박동 범박휴먼시아,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
782,970P2PINVEST,인천 부평 삼산동 삼산주공미래타운,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
783,971P2PINVEST,서울 강남 자곡동 LH강남브리즈힐,together,해당없음,12.0,12개월,0.0,100.0,100000000,1,5.0
784,972P2PINVEST,서울 마포 상암동 월드컵파크3단지,together,해당없음,12.0,12개월,0.0,100.0,100000000,1,5.0
785,973P2PINVEST,전남 목포 옥암동 한국아델리움,together,해당없음,13.0,12개월,0.0,100.0,20000000,1,5.0
786,974P2PINVEST,서울 강서 화곡동 우장산롯데캐슬,together,해당없음,13.0,12개월,0.0,100.0,70000000,1,5.0
787,975P2PINVEST,서울 광진 자양동 자양현대3차,together,해당없음,12.0,12개월,0.0,100.0,80000000,1,5.0
788,976P2PINVEST,서울 강남 대치동 한보미도맨션,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
789,977P2PINVEST,경북 포항 지곡동 효자그린,together,해당없음,12.0,12개월,0.0,100.0,90000000,1,5.0
790,978P2PINVEST,인천 동구 송림동 근린생활시설,together,해당없음,14.0,12개월,0.0,100.0,1300000000,1,5.0
791,979P2PINVEST,서울 광진 자양동 우성아파트,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
792,980P2PINVEST,경기 안양 안양동 성원아파트,together,해당없음,12.0,12개월,0.0,100.0,33000000,1,5.0
793,981P2PINVEST,서울 종로 내수동 경희궁의아침4단지,together,해당없음,12.0,12개월,0.0,100.0,300000000,1,5.0
794,982P2PINVEST,경기 광주 오포읍 양벌리쌍용아파트,together,해당없음,12.0,12개월,0.0,100.0,18000000,1,5.0
795,983P2PINVEST,서울 중구 회현동 롯데캐슬아이리스,together,해당없음,12.0,12개월,0.0,100.0,100000000,1,5.0
796,984P2PINVEST,강원 원주 무실동 무실이편한세상,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
797,985P2PINVEST,서울 중구 신당동 근린생활시설,together,해당없음,16.0,12개월,0.0,100.0,1300000000,1,5.0
798,986P2PINVEST,경기 남양주 퇴계원리 강남아파트,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
799,987P2PINVEST,서울 동대문 이문동 삼익아파트,together,해당없음,12.0,12개월,0.0,100.0,19000000,1,5.0
800,988P2PINVEST,경기 하남 신장동 에코타운,together,해당없음,12.0,12개월,0.0,100.0,50000000,1,5.0
801,989P2PINVEST,경기 의정부 민락동 산들마을,together,해당없음,12.0,12개월,0.0,100.0,55000000,1,5.0
802,990P2PINVEST,전북 전주 서노송동 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,64000000,1,5.0
803,991P2PINVEST,15951채권 (생활비 목적),peoplefund,6등급,18.0,24개월,0.0,100.0,5000000,21,3.7
804,992P2PINVEST,15899채권 (기존 대출 전환 목적),peoplefund,6등급,15.0,24개월,0.0,100.0,5000000,21,3.7
805,993P2PINVEST,15846채권 (기존 대출 전환 목적),peoplefund,4등급,7.43,24개월,0.0,100.0,6000000,21,3.7
806,994P2PINVEST,15832채권 (기존 대출 전환 목적),peoplefund,5등급,13.0,24개월,0.0,100.0,16000000,21,3.7
807,995P2PINVEST,15731채권 (생활비 목적),peoplefund,5등급,6.21,24개월,0.0,100.0,30000000,21,3.7
808,996P2PINVEST,제32호 경기 안성시 가유리 공장 (배당금 담보 대출),sodit,해당없음,12.0,3개월,0.0,100.0,180000000,5,4.8
809,997P2PINVEST,팀버가든 2호,funded,해당없음,11.0,6개월,0.0,100.0,50000000,1,5.0
810,998P2PINVEST,철든놈(4차),funda,4등급,11.0,18개월,0.0,100.0,150000000,8,4.8
811,999P2PINVEST,펀듀 36호,fundu,해당없음,15.0,4개월,0.0,100.0,400000000,3,4.0
